Date,TCS,INFY,WIPRO,HDFCBANK,ICICIBANK,SBIN,RELIANCE,LT,HINDUNILVR,ITC,MARUTI,SUNPHARMA,BHARTIARTL,TATASTEEL
2016-11-07,7709110,16394965,9198046,5558734,6887389,20378625,81928921,41473807,15179432,22960738,65659113,6713983,11407648,14505014
2016-11-08,7298411,15251749,10654807,5336745,29692745,13930180,51523784,44220496,10784989,5177208,26222936,5655153,25058602,8691758
2016-11-09,12699568,28893620,3463865,5291288,43093776,16281164,43967313,26414643,12426386,10801153,51380397,9064693,53414725,19455341
2016-11-10,9022510,100000,9408427,8107790,32884490,15671538,46228232,24796841,17522572,10597145,34161536,14213705,60262049,12008002
2016-11-11,1337408,16540233,5484313,4373937,35058795,9080000,96439107,4422660,30678107,14203669,53019425,5302431,26828036,2465935
2016-11-14,8625867,19257824,13177509,3073638,51501232,16253147,53861060,20683840,23107809,21843586,42616334,7914406,43580245,9967282
2016-11-15,1671991,6014581,10087272,8680796,16898102,8304967,66860355,24243495,12475752,14057309,46362725,5025405,57583236,13239167
2016-11-16,10219041,14998909,1836967,7104048,18071137,7958281,77715245,19728154,13967758,9650717,27933494,4207727,34603489,11282010
2016-11-17,5015768,13359907,3160455,4459973,23561359,846829,42885864,35408452,14405824,17117802,40813945,6803657,62994443,17642613
2016-11-18,6816150,20220942,7789817,1590897,46161484,11570588,33421296,27300338,10891269,7180127,29709739,7760436,26740628,9976009
2016-11-21,9748610,14275689,4433028,8360111,43426227,18635327,53913140,35453327,25005708,15585178,14042572,3021123,101219538,9510175
2016-11-22,7267310,2265668,12655520,3452119,33962432,9811967,30207895,6964723,24803004,18965306,17823723,9642079,35266853,6235507
2016-11-23,8272586,29286226,591438,2440901,51425489,6594647,36729332,31299558,16951140,8074746,26964015,6279905,42462826,3843213
2016-11-24,3975282,21643529,7837927,9645554,16093419,16915388,100000,22248491,26833371,5102609,40545000,10070169,23849130,11256994
2016-11-25,3142090,21917805,1684354,7809543,23655252,16942498,74414308,37848683,11046378,13345613,47181723,12513535,100000,17164634
2016-11-28,5964268,35449433,6586935,5217208,35440504,9546860,27420938,36638995,19188865,8085758,55027600,7134317,60260843,9105184
2016-11-29,7821957,14980628,3084078,5829143,26932719,11464115,79371413,28657676,24850821,7629887,66079444,12795494,19595444,4094151
2016-11-30,5584307,34478533,7838105,6176821,42701427,6919416,25701424,35412408,19899890,9978191,24625998,8155970,55858015,12422877
2016-12-01,10711874,21839695,4407714,4522366,55909390,6283198,15681898,100000,27965826,19544588,62367715,6703223,35976334,4329590
2016-12-02,7553629,10241237,5308525,7428829,28612784,13040376,6556696,42667535,19311568,11325229,15223145,4539506,80656763,13405606
2016-12-05,4988825,20236765,12443298,9087915,36138780,20947714,100000,41405079,13932857,4216131,37843622,3966093,49242205,13850783
2016-12-06,5425999,30543871,6302614,7784594,43906323,18156751,87566039,48104010,6741964,16121230,14944016,7469473,11680846,5316899
2016-12-07,4263463,5241463,100000,4924861,41463520,2582153,68296357,8833285,11888844,17378309,23645209,7134338,53343625,10067913
2016-12-08,7279482,22268100,7447106,5590574,56543005,17430216,53412893,15989756,21858457,17943584,10615775,2862446,112634542,21220150
2016-12-09,4730374,33067138,13865544,3127631,36240768,10854839,83390076,11823686,23045749,15509445,37144707,2365515,45158273,20392795
2016-12-12,6470017,33148550,9583439,6866258,30795228,13083437,26815945,42066136,100000,9699773,20855869,3662527,37499313,20727809
2016-12-13,10386921,13576890,11873915,508531,15432183,3604613,24456780,23957598,11053742,21430835,25594015,7014574,65580625,17092759
2016-12-14,7222767,11911947,5641695,5464091,35248041,6543503,53042217,31442793,18839356,3251189,25230566,1823139,34979473,5243081
2016-12-15,5732063,10196906,10709207,2853007,16225356,25624005,35577971,33736945,16747691,5126576,26680218,4837963,51733671,12808099
2016-12-16,5233677,24288548,6261378,3281142,15619243,16723950,79787532,37504236,9416854,14678151,49171296,6585758,54860647,12540288
2016-12-19,9767681,13758478,9419914,5275378,36198952,8171531,125138892,15756667,26857952,16231046,58536256,701619,24816734,9830071
2016-12-20,7033855,29399412,12884019,3884943,25032173,7806032,76364120,19901644,22137769,1989504,14075323,7715450,70931235,15447131
2016-12-21,8112041,5856426,3757220,4249743,100000,6910121,57208237,22775228,32060022,5097489,36764069,8288209,77871958,25346896
2016-12-22,4176870,22943694,823611,493325,64805553,18699516,50647885,42451392,12607998,13544290,42276614,5094802,30875671,21019800
2016-12-23,1972560,20667388,6413265,4683835,8198664,9867387,90198064,29335769,3317706,14298761,37090041,3313292,68928610,10962153
2016-12-26,9656832,19157782,9459731,12360719,26174271,6456193,51190592,49845415,16379766,22409646,75953341,7434246,71431870,17737076
2016-12-27,9017625,26422596,14812705,7266291,12185196,12291539,63391567,9907134,30685377,3237404,32712392,6654376,49699533,9954541
2016-12-28,2772172,16451730,8478654,5702322,26164382,9605112,24679791,38242259,16738727,7214459,13027966,6575466,87377517,15351856
2016-12-29,8345389,33842544,10667357,4728018,23396270,11492293,36799968,35638919,19897646,4523189,25908106,11915608,91007892,19692467
2016-12-30,9909081,10484127,5335987,1234468,19900514,7276059,61567866,29068964,18988584,100000,40102714,4588428,35842524,15563709
2017-01-02,4739126,30570486,5449691,5865764,28544210,13762649,78531577,20435132,5273060,9575804,44482558,5165025,61709504,18932115
2017-01-03,5749005,7575072,9530454,6850958,14061773,11804578,44623864,24554582,7995054,16058978,28862958,5070952,63244170,4380289
2017-01-04,11511138,19805911,14571779,8362936,38041642,11587440,61164901,37509783,10992706,10092592,39805211,3433583,72371553,15543974
2017-01-05,9595591,10085345,8220666,1782176,36516779,3780973,24100482,26115603,13204800,15030148,63650053,2426849,63414970,4361923
2017-01-06,3726779,11713656,9202330,8011852,30979667,17250993,59704677,19476822,22842742,12752431,72221363,7122204,73771917,16094256
2017-01-09,3995689,15698293,5353644,7498328,38103080,11251160,76395946,39645946,9425604,5836929,60998014,7361045,58552093,11411128
2017-01-10,5204283,17598035,5830809,100000,45497613,18373880,50479844,30551747,100000,8098493,56560476,7083890,109239254,6267164
2017-01-11,6654625,34939322,12675445,1485293,8903496,17212539,45573747,53354403,8661637,20567020,50269226,100000,50956473,7525611
2017-01-12,7440590,21243850,2211553,1662019,54107756,7930255,37981740,23163036,11789514,19040722,33921014,8288061,27584881,17760842
2017-01-13,2202117,29193041,5026538,8147086,55070502,8789062,38085242,43400858,25558045,18199335,35023978,10368266,72095406,7272607
2017-01-16,4093235,9050533,7151237,5069602,42869870,13079850,82670888,31395820,9046847,11832182,53712398,10527512,43506300,7197208
2017-01-17,383306,23205093,8564964,5070590,25096458,18750996,35964103,40224064,100000,8084426,53338874,3860740,37992868,21470067
2017-01-18,8125217,29417102,7757650,8954119,61891696,4443674,48505153,21807302,8008675,16417459,46328896,5520642,50075583,6927700
2017-01-19,6039278,14439707,11334030,3881609,46777951,15639342,26372034,20360358,15403509,11090009,56296715,3395773,60432225,14448170
2017-01-20,5236038,23626436,20129149,5722543,7562105,3391272,48155191,48604358,100000,10276951,2761410,498713,34454616,10678686
2017-01-23,4622831,17794286,3829815,1891501,24353228,5989315,73851560,33792814,19750806,14567220,43418922,7606896,69456327,28822855
2017-01-24,5414302,19711494,9229960,7079880,39061153,7847431,21648717,29260006,18768217,5713272,13310632,10377902,38868464,15530988
2017-01-25,7083076,15247518,5394463,5697703,10979505,3993183,25772181,9963254,15412550,22032241,32139632,11484925,70810195,19659661
2017-01-26,2381585,11806133,11894914,6462578,46531072,3638439,86305948,21011068,19113741,15719159,36291095,8468271,51660353,17542863
2017-01-27,3718902,36161122,15601089,7270365,27052481,17667272,36167261,15099931,11724601,20414328,30467211,9575201,60532827,13124789
2017-01-30,2889208,17774268,7896075,5831353,15196894,21930903,70168676,36612469,10225124,11349968,21994934,11396289,21850488,5851138
2017-01-31,100000,47672713,12199100,3900588,27353227,20977895,37555737,33524693,10491418,11111411,52354988,7858142,10853531,17733081
2017-02-01,11120303,22792132,4194148,9232774,21678810,9237378,30543466,35396062,12824022,10798350,47320333,6306626,63229451,8568617
2017-02-02,7880388,22527131,13269374,8920091,4189868,19822839,104672858,37515932,30685356,7084634,59494986,3567574,100797191,9545075
2017-02-03,3494090,26216617,15128264,5833640,29383752,16967606,44426263,37109670,9498675,8184338,31038865,5474693,32661427,20799096
2017-02-06,6584285,16876272,7591164,4511090,23715486,7849979,65687015,47076237,21118883,9398594,34660908,9773064,96114067,13938938
2017-02-07,2456374,34485995,10846784,9190056,31729300,11178111,46317294,28178457,7853696,21792553,85136482,7788910,62560414,24527319
2017-02-08,7356099,21713003,3058841,6470701,13803029,17832034,44698608,33450154,15120087,14181935,30518095,11376883,39280576,26108956
2017-02-09,12947186,25688991,5604527,6925467,32410290,10713827,80275567,34016939,14734736,6896039,8243513,5033476,42855183,13817217
2017-02-10,8686504,19213889,10333085,7248155,66202220,9271218,40043997,38887143,100000,14852868,52822485,1090952,62557116,5233006
2017-02-13,100000,22251521,17762166,4989068,11255336,5608570,25591812,36857352,16191815,12722624,54675773,8685117,88978417,14746185
2017-02-14,1368771,9660351,733247,1844247,30968866,15015113,42329383,29743310,9866074,13371806,58038019,10826109,63552370,5591705
2017-02-15,1510050,42915202,8910156,963084,34784475,13852813,50695811,14124188,1963821,100000,56691664,10507923,50458258,25244399
2017-02-16,4650554,21633900,13254570,3097798,30983051,12038365,37643975,19501193,17009756,12201262,20331706,11855397,60659380,21755775
2017-02-17,5687132,16608536,15555662,7536752,29620789,12196634,33221124,27670838,23446925,20339032,49426695,9624866,25648739,11308836
2017-02-20,10034371,14812595,7309505,6984960,31163931,1619366,18251672,29251725,15405851,16653402,46086903,3268182,34717054,18139601
2017-02-21,1890349,21511430,13384976,6843755,23549420,18044589,36158154,32862624,23180730,9846488,49686736,4423156,58952328,18951162
2017-02-22,5948116,13667475,11129993,3145405,55183323,10223258,13476415,25245258,31643382,24286063,34680391,804425,56010471,10082051
2017-02-23,100000,10996493,15339064,8955823,36194056,11676941,25369486,46553331,14897562,11597870,56134141,9795079,49856409,15831277
2017-02-24,2855558,26182750,7319706,11817637,20646461,19364792,68584097,31648167,17018075,15811881,46222499,2860051,55540781,16466079
2017-02-27,1938262,9106819,8519954,1582644,48152987,6625848,75396083,100000,17747929,10684828,43592033,4692938,45867248,12791076
2017-02-28,100000,100000,5608878,4381145,19137529,10537143,50284533,24534826,21683618,4505214,28011946,2362673,22700162,11402633
2017-03-01,8114200,25967934,6926977,2814080,12974635,11828369,12147618,23955389,9798047,17542477,52114270,3284954,27987312,4076839
2017-03-02,3961203,25517248,6903397,3889229,23675909,17012165,37418991,33437834,23335207,21511585,34513228,6765044,65873033,10537932
2017-03-03,6407708,19832005,4814758,3214252,51505026,10495565,77450502,29383273,23446609,12456138,41832542,8382098,92106650,1869312
2017-03-06,1811815,19832568,15419831,100000,13231258,24097269,60431851,31964990,17881374,6251673,35395313,5636551,61567402,14298203
2017-03-07,9341525,19659865,8379933,9675673,25700859,338066,20183289,47311070,26688120,14672972,51043133,6950811,28016371,12709056
2017-03-08,3078339,24773963,6172201,5822088,21231161,10721179,69176031,33529629,23427397,10340564,39881420,8551241,76354905,22527113
2017-03-09,9152577,20886579,6495161,5441610,42838407,11270753,39963767,77514639,7021425,16259202,19746285,9058976,51823386,14712102
2017-03-10,9035086,28340968,1839723,6280303,13868063,17974127,33861526,42691102,15537438,8514235,54667438,11937393,68814505,14106447
2017-03-13,6638229,26363022,10605872,100000,39445829,11341421,57313856,28625255,21659186,11860621,52255112,7009103,53050048,7592218
2017-03-14,6919610,17081281,4614233,3986382,9988349,15881693,46994499,35469605,23440732,21128940,45371139,6114539,77596550,6685364
2017-03-15,2906878,22464504,5633771,4921847,46384651,7186620,92416415,59857007,100000,11751743,41366295,2616789,70535443,7034597
2017-03-16,1117567,24182463,12742480,8379398,38360885,13193186,66570524,6595315,14471216,14971649,22083509,8500593,18795234,12074057
2017-03-17,6444762,1776858,5943770,5495958,40995405,22671172,47451987,42809020,24773562,14615698,37605965,1847455,71684815,19669081
2017-03-20,6520571,19042798,9990251,9626130,32695410,5117475,64793658,47486185,23199543,28179369,24474539,12764785,53495376,6376561
2017-03-21,4776082,14030220,5883965,9283115,14004641,6928530,27068882,17394618,3644543,17543716,46100461,12990239,47659951,10671924
2017-03-22,3466318,26759433,6055094,2454727,41916492,14903283,87608174,21181803,8226067,10511710,49892929,2040291,66715986,15569054
2017-03-23,3344434,8700544,5566270,4494816,38810609,21534616,58817921,22074680,18442982,14849448,57549027,5509127,62300759,25920777
2017-03-24,1531518,21939765,7381016,6284134,18563648,13095152,105288072,53604768,14431348,9373677,39672942,6126549,35896160,19871276
2017-03-27,8693077,18602389,2481818,2951726,11431084,13279461,31316773,30915771,13536837,30318958,46176685,4447452,61316728,15326461
2017-03-28,3833857,603079,11219435,3575925,31029935,8755873,100000,18174618,15598227,6770865,30519844,9095288,13593004,11937542
2017-03-29,3100860,31671947,19531534,4970038,32213936,8355447,43561956,4347256,13457809,10958872,15609897,100000,72661772,13431570
2017-03-30,7737462,24754937,10540634,4840930,40948181,10817761,100000,43214984,12740670,14007043,25464721,3829889,60926422,13021490
2017-03-31,4334104,11728716,4375811,3080355,20613552,14939126,106023308,30801548,19812855,6424821,48361522,333062,62824166,8792342
2017-04-03,4124543,23053403,10867144,4121095,35770050,100000,47715713,43569740,21371455,17433299,31852096,12044238,38729548,17986505
2017-04-04,9210125,22986992,1852949,6133141,44700297,19706408,17129646,34166230,15906691,9098128,8133371,9459468,127727267,15085551
2017-04-05,2495803,9060779,5001490,5030652,100000,22634195,34579879,48804006,25255673,8688923,35594294,5608929,77252603,12538520
2017-04-06,2664956,12600657,6343658,2588186,100000,15711451,9112819,3356470,10848170,20528190,30858619,2425889,45780153,9891542
2017-04-07,316464,9368301,12367634,9458952,32665471,3366460,26058899,38650124,15896166,9658772,33736976,10838683,65286505,2551238
2017-04-10,5807472,879071,10958498,13021257,34266130,4977471,90086574,32501142,13745103,14992194,44853803,5821767,64163321,11228539
2017-04-11,4149976,33726505,2324498,7827631,20545281,13841702,61561324,23383972,4074422,15502475,75021781,8435557,60785863,11294197
2017-04-12,11357009,43154002,11430043,5243331,7806983,17947627,63592876,33844274,19574775,19144190,16027350,6743701,100000,9984777
2017-04-13,4140995,15138735,5867377,4160628,57317172,14171328,57202282,23504318,24070158,18935442,64248587,7072720,57813380,100000
2017-04-14,7793472,12410711,10592729,4977519,30993644,8951031,49668212,31094301,21729540,100000,38614342,5745349,76132637,12463981
2017-04-17,3321808,12115186,5039537,5189365,31662327,10903251,13435398,14037383,17276106,9416901,57458902,10446781,38318541,7072487
2017-04-18,8283446,27688677,7692744,5054733,22512579,17034040,56431079,37039136,3612988,12268321,44467424,8267117,12344278,6108337
2017-04-19,10154315,31462910,4772307,6051732,27731443,100000,106782367,39122426,20550353,21473276,37602949,6218225,37390950,16778562
2017-04-20,4342442,28748674,7705721,6764196,25888124,12265467,72819634,43626239,29321521,7072529,44907133,258626,53395686,5189331
2017-04-21,5387333,29023034,3304262,9769859,50582804,12383618,58540237,10301381,14448506,11018903,10221069,8207744,94470122,22577190
2017-04-24,5248595,29474405,4656756,6805298,67221898,4777855,43457453,8993514,16201598,14004071,27735409,8769415,55761351,11766359
2017-04-25,6676818,15286819,5540922,3867153,18158276,18687179,30636973,13705928,25002754,11579959,41158289,10549818,36340893,15739521
